date,company,number 
02.03.2021,NEL ASA,-630
02.03.2021,IDEX Biometrics ASA,5300
02.03.2021,NEL,-630
02.03.2021,IDEX,5300
03.03.2021,WAWI WALLENIUS WILHELMS,-2500
03.03.2021,IDEX IDEX BIOMETRICS,20000
03.03.2021,IDEX Biometrics ASA,10000
03.03.2021,WALLENIUS WILHELMSEN ASA,-2000
03.03.2021,IDEX Biometrics ASA,5000
03.03.2021,IDEX Biometrics ASA,10000
03.03.2021,ELKEM ASA,-2000
03.03.2021,NEL ASA,-2500
03.03.2021,NEL ASA,-2000
03.03.2021,Arribatec Group ASA,15000
03.03.2021,WALLENIUS WILHELMSEN ASA,-2500
03.03.2021,IDEX Biometrics ASA,20000
03.03.2021,NEL ASA,-2500
03.03.2021,IDEX Biometrics ASA,10000
04.03.2021,IDEX IDEX BIOMETRICS,30000
04.03.2021,IDEX IDEX BIOMETRICS,10000
04.03.2021,IDEX Biometrics ASA,30000
04.03.2021,Arribatec Group ASA,-15000
04.03.2021,IDEX Biometrics ASA,5000
04.03.2021,IDEX Biometrics ASA,10000
09.03.2021,IDEX Biometrics ASA,10000
10.03.2021,BELSHIPS ASA,3900
10.03.2021,MAGNORA ASA,-900
10.03.2021,BELSHIPS ASA,3900
10.03.2021,Magnora ASA,-900
11.03.2021,NKR NEKKAR,-10000
11.03.2021,IDEX IDEX BIOMETRICS,15000
11.03.2021,IDEX IDEX BIOMETRICS,15000
11.03.2021,NEKKAR ASA,-10000
11.03.2021,IDEX Biometrics ASA,15000
11.03.2021,IDEX Biometrics ASA,15000
11.03.2021,IDEX Biometrics ASA,4050
11.03.2021,NORDEA BANK ABP FILIAL I NORGE ETN,-20
11.03.2021,IDEX Biometrics ASA,4050
11.03.2021,BULL OBX X10 NORDNET N,-20
15.03.2021,HUNT_NO0010283211 HUNTER GROUP,-10000
15.03.2021,MGN MAGNORA,-2000
15.03.2021,HUNT_NO0010283211 HUNTER GROUP,-20000
15.03.2021,ARR_NO0003108102 ARRIBATEC GROUP,-20000
15.03.2021,NKR NEKKAR,-5000
15.03.2021,WAWI WALLENIUS WILHELMS,-2500
15.03.2021,HUNT_NO0010283211 HUNTER GROUP,-70000
15.03.2021,IDEX IDEX BIOMETRICS,-30000
15.03.2021,ARR_NO0003108102 ARRIBATEC GROUP,-130000
15.03.2021,NKR NEKKAR,-5000
15.03.2021,WAWI WALLENIUS WILHELMS,-2500
15.03.2021,MGN MAGNORA,2000
15.03.2021,IDEX IDEX BIOMETRICS,15000
15.03.2021,HUNTER GROUP ASA,-10000
15.03.2021,MAGNORA ASA,-2000
15.03.2021,Arribatec Group ASA,-20000
15.03.2021,HUNTER GROUP ASA,-20000
15.03.2021,Arribatec Group ASA,-20000
15.03.2021,NEKKAR ASA,-5000
15.03.2021,HUNTER GROUP ASA,-70000
15.03.2021,WALLENIUS WILHELMSEN ASA,-2500
15.03.2021,Arribatec Group ASA,-80000
15.03.2021,MAGNORA ASA,-2000
15.03.2021,Arribatec Group ASA,-130000
15.03.2021,NEKKAR ASA,-5000
15.03.2021,KRAFT BANK ASA,-1977
15.03.2021,IDEX Biometrics ASA,-30000
15.03.2021,BYGGMA ASA,-200
15.03.2021,WALLENIUS WILHELMSEN ASA,-2500
15.03.2021,IDEX Biometrics ASA,-50000
15.03.2021,MAGNORA ASA,2000
15.03.2021,IDEX Biometrics ASA,15000
15.03.2021,Arribatec Group ASA,-8000
15.03.2021,IDEX Biometrics ASA,-5300
15.03.2021,MAGNORA ASA,-500
15.03.2021,BELSHIPS ASA,-3900
15.03.2021,IDEX Biometrics ASA,-4050
15.03.2021,Arribatec Group ASA,-4100
15.03.2021,NORDEA BANK ABP FILIAL I NORGE ETN,28
15.03.2021,BULLDAXX8NON,-20000
15.03.2021,NORDEA BANK ABP FILIAL I NORGE ETN,10000
15.03.2021,NORDEA BANK ABP FILIAL I NORGE ETN,-48
15.03.2021,BULLDAXX8NON,-80000
15.03.2021,NORDEA BANK ABP FILIAL I NORGE ETN,10000
15.03.2021,NORDEA BANK ABP FILIAL I NORGE ETN,6000
15.03.2021,NORDEA BANK ABP FILIAL I NORGE ETN,10000
15.03.2021,NORDEA BANK ABP FILIAL I NORGE ETN,-5000
15.03.2021,IDEX,-5300
15.03.2021,ARR,-4100
15.03.2021,MGN,-500
15.03.2021,BEAR DAX X18S NORDNET N6,-5000
15.03.2021,Arribatec Group ASA,-8000
15.03.2021,BELSHIPS ASA,-3900
15.03.2021,IDEX Biometrics ASA,-4050
15.03.2021,BULL OBX X10 NORDNET N,28
15.03.2021,BEAR OBX X10 NORDNET N3,10000
15.03.2021,BULL OBX X10 NORDNET N,-48
15.03.2021,BULL DAX X8 NORDNET,-20000
15.03.2021,BULL DAX X8 NORDNET,-80000
15.03.2021,BEAR DAX X18S NORDNET N6,10000
15.03.2021,BEAR DAX X18S NORDNET N6,10000
15.03.2021,BEAR OBX X10 NORDNET N3,6000
16.03.2021,IDEX IDEX BIOMETRICS,-50000
16.03.2021,NKR NEKKAR,-5000
16.03.2021,IDEX IDEX BIOMETRICS,-50000
16.03.2021,NKR NEKKAR,-5000
16.03.2021,NKR NEKKAR,-10000
16.03.2021,BYGGMA ASA,-300
16.03.2021,IDEX Biometrics ASA,-50000
16.03.2021,NEKKAR ASA,-5000
16.03.2021,IDEX Biometrics ASA,-50000
16.03.2021,NEKKAR ASA,-5000
16.03.2021,NEKKAR ASA,-10000
16.03.2021,NORDEA BANK ABP FILIAL I NORGE ETN,5500
16.03.2021,BEAR DAX X18S NORDNET N6,5500
17.03.2021,IDEX IDEX BIOMETRICS,50000
17.03.2021,IDEX IDEX BIOMETRICS,50000
17.03.2021,BELCO BELSHIPS,10000
17.03.2021,IDEX IDEX BIOMETRICS,50000
17.03.2021,BELCO BELSHIPS,10000
17.03.2021,NEL NEL,5000
17.03.2021,NEL ASA,5000
17.03.2021,NORDEA BANK ABP FILIAL I NORGE ETN,-5500
17.03.2021,NORDEA BANK ABP FILIAL I NORGE ETN,-5000
17.03.2021,NORDEA BANK ABP FILIAL I NORGE ETN,-8000
17.03.2021,NORDEA BANK ABP FILIAL I NORGE ETN,-5000
17.03.2021,NORDEA BANK ABP FILIAL I NORGE ETN,-4000
17.03.2021,NORDEA BANK ABP FILIAL I NORGE ETN,-4000
17.03.2021,NORDEA BANK ABP FILIAL I NORGE ETN,-5000
17.03.2021,IDEX Biometrics ASA,50000
17.03.2021,IDEX Biometrics ASA,50000
17.03.2021,BELSHIPS ASA,10000
17.03.2021,MAGNORA ASA,2000
17.03.2021,IDEX Biometrics ASA,50000
17.03.2021,BELSHIPS ASA,10000
17.03.2021,IDEX Biometrics ASA,50000
17.03.2021,NEL ASA,5000
17.03.2021,NEL ASA,5000
17.03.2021,NEL ASA,5000
17.03.2021,KAHOOT! ASA,1100
17.03.2021,IDEX Biometrics ASA,12000
17.03.2021,IDEX,12000
17.03.2021,NEL ASA,5000
17.03.2021,BEAR DAX X18S NORDNET N6,-5000
17.03.2021,BEAR OBX X10 NORDNET N3,-4000
17.03.2021,BEAR OBX X10 NORDNET N3,-4000
17.03.2021,BEAR OBX X10 NORDNET N3,-8000
17.03.2021,BEAR DAX X18S NORDNET N6,-5000
17.03.2021,BEAR DAX X18S NORDNET N6,-5000
17.03.2021,BEAR DAX X18S NORDNET N6,-5500
18.03.2021,ARR_NO0003108102 ARRIBATEC GROUP,42000
18.03.2021,NEL NEL,-5000
18.03.2021,Arribatec Group ASA,42000
18.03.2021,NEL ASA,-5000
18.03.2021,NEL ASA,-2500
18.03.2021,Arribatec Group ASA,30000
18.03.2021,NEL ASA,-2500
18.03.2021,Arribatec Group ASA,30000
19.03.2021,MAGNORA ASA,1900
19.03.2021,NEL ASA,-2500
19.03.2021,Magnora ASA,1900
19.03.2021,NEL ASA,-2500
22.03.2021,ARR_NO0003108102 ARRIBATEC GROUP,26000
22.03.2021,ARR_NO0003108102 ARRIBATEC GROUP,32000
22.03.2021,Arribatec Group ASA,26000
22.03.2021,Arribatec Group ASA,32000
22.03.2021,Arribatec Group ASA,15000
22.03.2021,NEL ASA,-2500
22.03.2021,Arribatec Group ASA,15000
22.03.2021,NEL ASA,-2500
23.03.2021,Arribatec Group ASA,-30000
23.03.2021,NORDEA BANK ABP FILIAL I NORGE ETN,100
23.03.2021,Arribatec Group ASA,8000
23.03.2021,NORDEA BANK ABP FILIAL I NORGE ETN,-100
23.03.2021,NORDEA BANK ABP FILIAL I NORGE ETN,50
23.03.2021,NORDEA BANK ABP FILIAL I NORGE ETN,100
23.03.2021,NORDEA BANK ABP FILIAL I NORGE ETN,25
23.03.2021,BULL DAX X20S NORDNET N3,100
23.03.2021,BULL DAX X20S NORDNET N3,100
23.03.2021,BULL OBX X10 NORDNET N,25
23.03.2021,BULL DAX X20S NORDNET N3,-100
23.03.2021,Arribatec Group ASA,-30000
23.03.2021,Arribatec Group ASA,8000
23.03.2021,BULL OBX X10 NORDNET N,50
24.03.2021,NEL NEL,5000
24.03.2021,NEL NEL,5000
24.03.2021,MGN MAGNORA,2000
24.03.2021,NEL NEL,5000
24.03.2021,NEL NEL,5000
24.03.2021,NEL ASA,5000
24.03.2021,NEL ASA,5000
24.03.2021,MAGNORA ASA,2000
24.03.2021,NEL ASA,5000
24.03.2021,NEL ASA,5000
26.03.2021,Morrow Bank ASA,5000
26.03.2021,Morrow Bank ASA,5000
29.03.2021,NEL NEL,-2500
29.03.2021,NEL NEL,-2500
29.03.2021,KAHOT KAHOOT!,1100
29.03.2021,NEL NEL,-2500
29.03.2021,NEL NEL,-2500
29.03.2021,NEL NEL,-5000
29.03.2021,KAHOT KAHOOT!,1100
29.03.2021,NEL ASA,-2500
29.03.2021,NEL ASA,-2500
29.03.2021,KAHOOT! ASA,400
29.03.2021,NEL ASA,-2500
29.03.2021,KAHOOT! ASA,1100
29.03.2021,NEL ASA,-2500
29.03.2021,NEL ASA,-2500
29.03.2021,NEL ASA,-5000
29.03.2021,KAHOOT! ASA,1100
29.03.2021,NORDEA BANK ABP FILIAL I NORGE ETN,-20
29.03.2021,NORDEA BANK ABP FILIAL I NORGE ETN,-50
29.03.2021,BULL OBX X10 NORDNET N,-20
29.03.2021,BULL DAX X20S NORDNET N3,-50
30.03.2021,NEL NEL,-2500
30.03.2021,NEL ASA,-2500
30.03.2021,Arribatec Group ASA,10000
30.03.2021,Arribatec Group ASA,10000
30.03.2021,NEL ASA,-2500
31.03.2021,NEL NEL,-2500
31.03.2021,NEL ASA,-2500
31.03.2021,KAHOOT! ASA,300
31.03.2021,NORDEA BANK ABP FILIAL I NORGE ETN,-25
31.03.2021,NORDEA BANK ABP FILIAL I NORGE ETN,-50
31.03.2021,KAHOOT AS,300
31.03.2021,BULL DAX X20S NORDNET N3,-50
31.03.2021,BULL OBX X10 NORDNET N,-25
06.04.2021,NEXT BIOMETRICS GROUP ASA,3400
06.04.2021,NORDEA BANK ABP FILIAL I NORGE ETN,-30
06.04.2021,NEXT,3400
06.04.2021,BULL OBX X10 NORDNET N,-30
07.04.2021,KAHOT KAHOOT!,1200
07.04.2021,KAHOT KAHOOT!,700
07.04.2021,KAHOOT! ASA,1200
07.04.2021,KAHOOT! ASA,700
09.04.2021,IDEX Biometrics ASA,10000
13.04.2021,NEXT BIOMETRICS GROUP ASA,450
13.04.2021,NEXT,450
16.04.2021,IDEX Biometrics ASA,10000
19.04.2021,IDEX IDEX BIOMETRICS,-20000
19.04.2021,KAHOT KAHOOT!,-1100
19.04.2021,AFK ARENDALS FOSSEKOMP,400
19.04.2021,IDEX IDEX BIOMETRICS,-20000
19.04.2021,IDEX IDEX BIOMETRICS,-10000
19.04.2021,MGN MAGNORA,-2000
19.04.2021,IDEX Biometrics ASA,-20000
19.04.2021,Arribatec Group ASA,-10000
19.04.2021,KAHOOT! ASA,-1100
19.04.2021,ARENDALS FOSSEKOMPANI ASA,400
19.04.2021,Arribatec Group ASA,-20000
19.04.2021,ARENDALS FOSSEKOMPANI ASA,300
19.04.2021,IDEX Biometrics ASA,-20000
19.04.2021,ARENDALS FOSSEKOMPANI ASA,200
19.04.2021,IDEX Biometrics ASA,-20000
19.04.2021,NEKKAR ASA,-5000
19.04.2021,Arribatec Group ASA,-20000
19.04.2021,KAHOOT! ASA,-500
19.04.2021,NEKKAR ASA,5000
19.04.2021,IDEX Biometrics ASA,-10000
19.04.2021,KRAFT BANK ASA,3000
19.04.2021,MAGNORA ASA,-2000
19.04.2021,KAHOOT! ASA,-300
19.04.2021,KRAFT BANK ASA,2050
19.04.2021,KAHOOT AS,-300
19.04.2021,Kraft Bank AS,2050
20.04.2021,ABG ABG SUNDAL COLLIER,20000
20.04.2021,IDEX Biometrics ASA,-30000
20.04.2021,IDEX Biometrics ASA,-20000
20.04.2021,KAHOOT! ASA,1000
20.04.2021,KAHOOT! ASA,600
20.04.2021,ABG SUNDAL COLLIER HOLDING ASA,20000
20.04.2021,KAHOOT! ASA,-1600
20.04.2021,MAGNORA ASA,-2000
20.04.2021,ABG SUNDAL COLLIER HOLDING ASA,10000
20.04.2021,ABG SUNDAL COLLIER HOLDING ASA,10000
20.04.2021,ABG SUNDAL COLLIER HOLDING ASA,5000
21.04.2021,ABG ABG SUNDAL COLLIER,4000
21.04.2021,ABG SUNDAL COLLIER HOLDING ASA,4000
21.04.2021,AQUALISBRAEMAR LOC ASA TEGNINGSRETTER,5825
21.04.2021,AQUALISBRAEMAR LOC ASA TEGNINGSRETTER,7944
26.04.2021,ABG SUNDAL COLLIER HOLDING ASA,2050
26.04.2021,KRAFT BANK ASA,-1300
26.04.2021,ABG SUNDAL COLLIER HOLDING ASA,2050
26.04.2021,Kraft Bank AS,-1300
29.04.2021,AQUALISBRAEMAR LOC ASA TEGNINGSRETTER,-5825
29.04.2021,AQUALISBRAEMAR LOC ASA TEGNINGSRETTER,-7944
05.05.2021,ABG ABG SUNDAL COLLIER,-4000
05.05.2021,ABG SUNDAL COLLIER HOLDING ASA,-4000
06.05.2021,ABG ABG SUNDAL COLLIER,-5000
06.05.2021,IDEX IDEX BIOMETRICS,-20000
06.05.2021,ARR_NO0003108102 ARRIBATEC GROUP,-30000
06.05.2021,BELCO BELSHIPS,-5000
06.05.2021,ARR_NO0003108102 ARRIBATEC GROUP,-30000
06.05.2021,IDEX IDEX BIOMETRICS,-20000
06.05.2021,ABG ABG SUNDAL COLLIER,-5000
06.05.2021,ABG ABG SUNDAL COLLIER,-5000
06.05.2021,IDEX IDEX BIOMETRICS,-20000
06.05.2021,ARR_NO0003108102 ARRIBATEC GROUP,-40000
06.05.2021,MGN MAGNORA,-2000
06.05.2021,Morrow Bank ASA,-5000
06.05.2021,ABG SUNDAL COLLIER HOLDING ASA,-5000
06.05.2021,IDEX Biometrics ASA,-20000
06.05.2021,ABG SUNDAL COLLIER HOLDING ASA,-5000
06.05.2021,Arribatec Group ASA,-30000
06.05.2021,BELSHIPS ASA,-5000
06.05.2021,Arribatec Group ASA,-30000
06.05.2021,IDEX Biometrics ASA,-20000
06.05.2021,ABG SUNDAL COLLIER HOLDING ASA,-5000
06.05.2021,KLAVENESS COMBINATION CARRIERS ASA,-3000
06.05.2021,IDEX Biometrics ASA,-20000
06.05.2021,ABG SUNDAL COLLIER HOLDING ASA,-5000
06.05.2021,Arribatec Group ASA,-40000
06.05.2021,MAGNORA ASA,-2000
06.05.2021,Morrow Bank ASA,-5000
06.05.2021,KAHOOT! ASA,1000
06.05.2021,IDEX Biometrics ASA,40000
06.05.2021,KAHOOT! ASA,1000
06.05.2021,ABG SUNDAL COLLIER HOLDING ASA,-2050
06.05.2021,IDEX Biometrics ASA,-12000
06.05.2021,Arribatec Group ASA,-8000
06.05.2021,NEXT BIOMETRICS GROUP ASA,3550
06.05.2021,BEAROBXX5NON,20000
06.05.2021,IDEX,-12000
06.05.2021,NEXT,3550
06.05.2021,ABG SUNDAL COLLIER HOLDING ASA,-2050
06.05.2021,Arribatec Group ASA,-8000
06.05.2021,BEAR OBX X5 NORDNET,20000
07.05.2021,NEXT NEXT BIOMETRICS GP,11000
07.05.2021,NEXT BIOMETRICS GROUP ASA,11000
07.05.2021,IDEX Biometrics ASA,7000
10.05.2021,NEXT NEXT BIOMETRICS GP,9000
10.05.2021,NEXT NEXT BIOMETRICS GP,10000
10.05.2021,NEXT NEXT BIOMETRICS GP,10000
10.05.2021,NEXT BIOMETRICS GROUP ASA,9000
10.05.2021,NEXT BIOMETRICS GROUP ASA,10000
10.05.2021,NEXT BIOMETRICS GROUP ASA,10000
11.05.2021,KAHOT KAHOOT!,3000
11.05.2021,MGN MAGNORA,2000
11.05.2021,KAHOOT! ASA,3000
11.05.2021,MAGNORA ASA,2000
11.05.2021,KAHOOT! ASA,270
11.05.2021,KAHOOT! ASA,240
11.05.2021,BEAROBXX5NON,-10000
11.05.2021,BEAROBXX5NON,-10000
11.05.2021,KAHOOT AS,270
11.05.2021,KAHOOT AS,240
11.05.2021,BEAR OBX X5 NORDNET,-10000
11.05.2021,BEAR OBX X5 NORDNET,-10000
12.05.2021,BELCO BELSHIPS,-5000
12.05.2021,MGN MAGNORA,-2000
12.05.2021,IDEX IDEX BIOMETRICS,20000
12.05.2021,BELCO BELSHIPS,-10000
12.05.2021,WAWI WALLENIUS WILHELMS,5000
12.05.2021,BELSHIPS ASA,-5000
12.05.2021,MAGNORA ASA,-2000
12.05.2021,IDEX Biometrics ASA,20000
12.05.2021,BELSHIPS ASA,-10000
12.05.2021,WALLENIUS WILHELMSEN ASA,5000
12.05.2021,MAGNORA ASA,-3000
14.05.2021,ABG SUNDAL COLLIER HOLDING ASA,5000
18.05.2021,WAWI WALLENIUS WILHELMS,-2500
18.05.2021,ABG ABG SUNDAL COLLIER,5000
18.05.2021,WAWI WALLENIUS WILHELMS,-2500
18.05.2021,ABG SUNDAL COLLIER HOLDING ASA,5000
18.05.2021,WALLENIUS WILHELMSEN ASA,-2500
18.05.2021,ABG SUNDAL COLLIER HOLDING ASA,5000
18.05.2021,WALLENIUS WILHELMSEN ASA,-2500
18.05.2021,ABL GROUP ASA,20000
19.05.2021,ABG ABG SUNDAL COLLIER,10000
19.05.2021,ABG SUNDAL COLLIER HOLDING ASA,10000
20.05.2021,KAHOT KAHOOT!,1000
20.05.2021,KAHOT KAHOOT!,-1000
20.05.2021,KAHOOT! ASA,1000
20.05.2021,KAHOOT! ASA,-1000
25.05.2021,ABG ABG SUNDAL COLLIER,7000
25.05.2021,ABG SUNDAL COLLIER HOLDING ASA,7000
26.05.2021,ABG ABG SUNDAL COLLIER,-7000
26.05.2021,ABG ABG SUNDAL COLLIER,-5000
26.05.2021,ABG SUNDAL COLLIER HOLDING ASA,-7000
26.05.2021,ABG SUNDAL COLLIER HOLDING ASA,-5000
27.05.2021,ABG SUNDAL COLLIER HOLDING ASA,-5000
28.05.2021,ARENDALS FOSSEKOMPANI ASA,100
28.05.2021,MAGNORA ASA,1000
01.06.2021,NEKKAR ASA,-5000
01.06.2021,ABL GROUP ASA,-5000
01.06.2021,SIEM OFFSHORE INC.,800000
01.06.2021,SIEM OFFSHORE INC.,1000000
01.06.2021,SIEM OFFSHORE INC.,500000
01.06.2021,KRAFT BANK ASA,-2000
01.06.2021,SIEM OFFSHORE INC.,500000
01.06.2021,Kraft Bank AS,-2000
02.06.2021,SIEM OFFSHORE INC.,6000
02.06.2021,ABL GROUP ASA,-5000
02.06.2021,NEKKAR ASA,-5000
02.06.2021,MAGNORA ASA,2000
02.06.2021,SIEM OFFSHORE INC.,7800
02.06.2021,KAHOOT! ASA,-510
02.06.2021,SIEM OFFSHORE INC.,500
02.06.2021,KAHOOT AS,-510
02.06.2021,SIEM OFFSHORE INC.,7800
02.06.2021,SIEM OFFSHORE INC.,500
03.06.2021,SIEM OFFSHORE INC.,6000
03.06.2021,SIEM OFFSHORE INC.,-18000
03.06.2021,SIEM OFFSHORE INC.,18000
03.06.2021,SIEM OFFSHORE INC.,-5000
03.06.2021,SIEM OFFSHORE INC.,5000
03.06.2021,SIEM OFFSHORE INC.,-1800000
03.06.2021,SIEM OFFSHORE INC.,-500000
03.06.2021,SIEM OFFSHORE INC.,18000
03.06.2021,SIEM OFFSHORE INC.,5000
04.06.2021,AFK ARENDALS FOSSEKOMP,-100
04.06.2021,ARENDALS FOSSEKOMPANI ASA,-100
04.06.2021,WALLENIUS WILHELMSEN ASA,-2000
04.06.2021,ABG SUNDAL COLLIER HOLDING ASA,5000
07.06.2021,AFK ARENDALS FOSSEKOMP,-100
07.06.2021,ARENDALS FOSSEKOMPANI ASA,-100
08.06.2021,ABG ABG SUNDAL COLLIER,-5000
08.06.2021,IDEX IDEX BIOMETRICS,10000
08.06.2021,IDEX IDEX BIOMETRICS,10000
08.06.2021,IDEX IDEX BIOMETRICS,10000
08.06.2021,ABG SUNDAL COLLIER HOLDING ASA,-5000
08.06.2021,IDEX Biometrics ASA,13000
08.06.2021,IDEX Biometrics ASA,10000
08.06.2021,IDEX Biometrics ASA,10000
08.06.2021,IDEX Biometrics ASA,10000
10.06.2021,IDEX IDEX BIOMETRICS,-10000
10.06.2021,ABG ABG SUNDAL COLLIER,-5000
10.06.2021,ABG ABG SUNDAL COLLIER,-5000
10.06.2021,HUNT_NO0010283211 HUNTER GROUP,20000
10.06.2021,HUNT_NO0010283211 HUNTER GROUP,20000
10.06.2021,IDEX Biometrics ASA,-10000
10.06.2021,ABG SUNDAL COLLIER HOLDING ASA,-5000
10.06.2021,ABG SUNDAL COLLIER HOLDING ASA,-5000
10.06.2021,HUNTER GROUP ASA,20000
10.06.2021,IDEX Biometrics ASA,-10000
10.06.2021,HUNTER GROUP ASA,20000
10.06.2021,HUNTER GROUP ASA,7000
10.06.2021,SIEM OFFSHORE INC.,-4300
10.06.2021,Hunter Group ASA,7000
10.06.2021,SIEM OFFSHORE INC.,-4300
11.06.2021,HUNT_NO0010283211 HUNTER GROUP,10000
11.06.2021,AFK ARENDALS FOSSEKOMP,200
11.06.2021,HUNTER GROUP ASA,10000
11.06.2021,ARENDALS FOSSEKOMPANI ASA,200
11.06.2021,SIEM OFFSHORE INC.,4650
11.06.2021,HUNTER GROUP ASA,-7000
11.06.2021,SIEM OFFSHORE INC.,4650
11.06.2021,Hunter Group ASA,-7000
14.06.2021,ARENDALS FOSSEKOMPANI ASA,100
14.06.2021,ABL GROUP ASA,-5000
14.06.2021,NEKKAR ASA,-5000
15.06.2021,ELK ELKEM,1000
15.06.2021,IDEX IDEX BIOMETRICS,-20000
15.06.2021,ELK ELKEM,1000
15.06.2021,AFK ARENDALS FOSSEKOMP,-100
15.06.2021,ELK ELKEM,1500
15.06.2021,HUNTER GROUP ASA,10000
15.06.2021,HUNTER GROUP ASA,5000
15.06.2021,HUNTER GROUP ASA,10000
15.06.2021,ABL GROUP ASA,-5000
15.06.2021,ELKEM ASA,1000
15.06.2021,WALLENIUS WILHELMSEN ASA,-4000
15.06.2021,HUNTER GROUP ASA,10000
15.06.2021,NORSK HYDRO ASA,3000
15.06.2021,ARENDALS FOSSEKOMPANI ASA,-200
15.06.2021,NEKKAR ASA,-5000
15.06.2021,NORSK HYDRO ASA,2000
15.06.2021,IDEX Biometrics ASA,-20000
15.06.2021,ELKEM ASA,1000
15.06.2021,ARENDALS FOSSEKOMPANI ASA,-100
15.06.2021,HUNTER GROUP ASA,-5000
15.06.2021,ELKEM ASA,1500
15.06.2021,NORSK HYDRO ASA,2000
15.06.2021,ARENDALS FOSSEKOMPANI ASA,-300
16.06.2021,AFK ARENDALS FOSSEKOMP,-200
16.06.2021,ELK ELKEM,2000
16.06.2021,ARENDALS FOSSEKOMPANI ASA,-200
16.06.2021,NORSK HYDRO ASA,1000
16.06.2021,ELKEM ASA,2000
16.06.2021,ARENDALS FOSSEKOMPANI ASA,-200
17.06.2021,AFK ARENDALS FOSSEKOMP,-100
17.06.2021,ELO ELOPAK,1200
17.06.2021,ELOPAK ASA,1200
17.06.2021,ARENDALS FOSSEKOMPANI ASA,-100
18.06.2021,NEXT BIOMETRICS GROUP ASA,-3400
18.06.2021,BULLNHYX3NON,1200
18.06.2021,NEXT,-3400
18.06.2021,BULL NHY X3 NORDNET,1200
21.06.2021,ELOPAK ASA,2678
22.06.2021,ABG SUNDAL COLLIER HOLDING ASA,-5000
22.06.2021,ELOPAK ASA,2022
22.06.2021,HUNTER GROUP ASA,-30000
22.06.2021,ELOPAK ASA,3200
22.06.2021,ABG SUNDAL COLLIER HOLDING ASA,-5000
22.06.2021,ELOPAK ASA,1600
22.06.2021,ELOPAK ASA,1500
22.06.2021,ABG SUNDAL COLLIER HOLDING ASA,-10000
22.06.2021,ELOPAK ASA,-3000
23.06.2021,MGN MAGNORA,-2500
23.06.2021,ELO ELOPAK,1500
23.06.2021,MGN MAGNORA,-2500
23.06.2021,ELO ELOPAK,1600
23.06.2021,SIEM OFFSHORE INC.,10000
23.06.2021,SIEM OFFSHORE INC.,5000
23.06.2021,ELOPAK ASA,1000
23.06.2021,ELOPAK ASA,1000
23.06.2021,ABG SUNDAL COLLIER HOLDING ASA,-10000
23.06.2021,ELOPAK ASA,1500
23.06.2021,MAGNORA ASA,-2500
23.06.2021,MAGNORA ASA,-2500
23.06.2021,ELOPAK ASA,1600
23.06.2021,ELOPAK ASA,830
23.06.2021,BULLNHYX3NON,-1200
23.06.2021,Elopak ASA,830
23.06.2021,BULL NHY X3 NORDNET,-1200
24.06.2021,ELO ELOPAK,-1300
24.06.2021,ELOPAK ASA,-1300
24.06.2021,ELKEM ASA,2500
28.06.2021,ELO ELOPAK,-3000
28.06.2021,ELKEM ASA,2500
28.06.2021,ELOPAK ASA,-3000
28.06.2021,ELOPAK ASA,-2000
29.06.2021,ELOPAK ASA,-830
29.06.2021,KAHOOT! ASA,365
29.06.2021,KAHOOT AS,365
29.06.2021,Elopak ASA,-830
13.07.2021,WALLENIUS WILHELMSEN ASA,1000
23.07.2021,HUNT_NO0010283211 HUNTER GROUP,-50000
23.07.2021,HUNT_NO0010283211 HUNTER GROUP,50000
23.07.2021,NORSK HYDRO ASA,-1000
23.07.2021,SIEM OFFSHORE INC.,5000
03.08.2021,SIEM OFFSHORE INC.,5000
10.08.2021,ELOPAK ASA,-1000
10.08.2021,SIEM OFFSHORE INC.,5000
10.08.2021,SIEM OFFSHORE INC.,5000
12.08.2021,MOBA MORROW BANK,10000
12.08.2021,MGN MAGNORA,-5000
12.08.2021,NORSK HYDRO ASA,-1000
12.08.2021,Morrow Bank ASA,10000
12.08.2021,MAGNORA ASA,-5000
12.08.2021,ELOPAK ASA,-1000
12.08.2021,Morrow Bank ASA,10000
12.08.2021,ELOPAK ASA,-3000
12.08.2021,Morrow Bank ASA,10000
13.08.2021,MOBA MORROW BANK,10000
13.08.2021,MOBA MORROW BANK,5000
13.08.2021,Morrow Bank ASA,10000
13.08.2021,Morrow Bank ASA,5000
20.08.2021,MAGNORA ASA,-900
20.08.2021,MAGNORA ASA,-1000
20.08.2021,NORDEA BANK ABP FILIAL I NORGE ETN,27
20.08.2021,NORDEA BANK ABP FILIAL I NORGE ETN,25
20.08.2021,Magnora ASA,-900
20.08.2021,Magnora ASA,-1000
20.08.2021,BULL OBX X10 NORDNET N,25
20.08.2021,BULL OBX X10 NORDNET N,27
23.08.2021,ELKEM ASA,-2500
23.08.2021,SOLSTAD OFFSHORE ASA,15000
23.08.2021,SOLSTAD OFFSHORE ASA,10000
23.08.2021,ELKEM ASA,-2500
23.08.2021,IDEX Biometrics ASA,10000
24.08.2021,SOLSTAD OFFSHORE ASA,5555
24.08.2021,NORDEA BANK ABP FILIAL I NORGE ETN,-52
24.08.2021,Solstad Offshore ASA,5555
24.08.2021,BULL OBX X10 NORDNET N,-52
26.08.2021,ELK ELKEM,-2500
26.08.2021,SOLSTAD OFFSHORE ASA,5000
